code,code_desc,p1,p2,p3,p4,p5
A851,Adenoviral encephalitis,,Other viral encephalitis not elsewhere classified,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A852,Arthropod-borne viral encephalitis unspecified,,Other viral encephalitis not elsewhere classified,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A858,Other specified viral encephalitis,,Other viral encephalitis not elsewhere classified,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A86,Unspecified viral encephalitis,,Unspecified viral encephalitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A870,Enteroviral meningitis,,Viral meningitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A871,Adenoviral meningitis,,Viral meningitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A872,Lymphocytic choriomeningitis,,Viral meningitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A878,Other viral meningitis,,Viral meningitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A879,Viral meningitis unspecified,,Viral meningitis,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A880,Enteroviral exanthematous fever [Boston exanthem],,Other viral infections of central nervous system not elsewhere classified,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A881,Epidemic vertigo,,Other viral infections of central nervous system not elsewhere classified,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A888,Other specified viral infections of central nervous system,,Other viral infections of central nervous system not elsewhere classified,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A89,Unspecified viral infection of central nervous system,,Unspecified viral infection of central nervous system,Viral and prion infections of the central nervous system,Certain infectious and parasitic diseases,root
A920,Chikungunya virus disease,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A921,O'nyong-nyong fever,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A922,Venezuelan equine fever,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A9230,West Nile virus infection unspecified,West Nile virus infection,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A9231,West Nile virus infection with encephalitis,West Nile virus infection,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A9232,West Nile virus infection with other neurologic manifestation,West Nile virus infection,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A9239,West Nile virus infection with other complications,West Nile virus infection,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A923,West Nile virus infection,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A924,Rift Valley fever,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A925,Zika virus disease,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A928,Other specified mosquito-borne viral fevers,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A929,Mosquito-borne viral fever unspecified,,Other mosquito-borne viral fevers,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A930,Oropouche virus disease,,Other arthropod-borne viral fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A931,Sandfly fever,,Other arthropod-borne viral fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A932,Colorado tick fever,,Other arthropod-borne viral fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A938,Other specified arthropod-borne viral fevers,,Other arthropod-borne viral fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A94,Unspecified arthropod-borne viral fever,,Unspecified arthropod-borne viral fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A950,Sylvatic yellow fever,,Yellow fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A951,Urban yellow fever,,Yellow fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A959,Yellow fever unspecified,,Yellow fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A960,Junin hemorrhagic fever,,Arenaviral haemorrhagic fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A961,Machupo hemorrhagic fever,,Arenaviral haemorrhagic fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A962,Lassa fever,,Arenaviral haemorrhagic fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A968,Other arenaviral hemorrhagic fevers,,Arenaviral haemorrhagic fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A969,Arenaviral hemorrhagic fever unspecified,,Arenaviral haemorrhagic fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A980,Crimean-Congo hemorrhagic fever,,Other viral haemorrhagic fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A981,Omsk hemorrhagic fever,,Other viral haemorrhagic fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A982,Kyasanur Forest disease,,Other viral haemorrhagic fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A983,Marburg virus disease,,Other viral haemorrhagic fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A984,Ebola virus disease,,Other viral haemorrhagic fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A985,Hemorrhagic fever with renal syndrome,,Other viral haemorrhagic fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A988,Other specified viral hemorrhagic fevers,,Other viral haemorrhagic fevers not elsewhere classified,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
A99,Unspecified viral haemorrhagic fever,,Unspecified viral haemorrhagic fever,Arthropod-borne viral fevers and viral hemorrhagic fevers,Certain infectious and parasitic diseases,root
B000,Eczema herpeticum,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B001,Herpesviral vesicular dermatitis,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B002,Herpesviral gingivostomatitis and pharyngotonsillitis,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B003,Herpesviral meningitis,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B004,Herpesviral encephalitis,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0050,Herpesviral ocular disease unspecified,Herpesviral ocular disease,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0051,Herpesviral iridocyclitis,Herpesviral ocular disease,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0052,Herpesviral keratitis,Herpesviral ocular disease,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0053,Herpesviral conjunctivitis,Herpesviral ocular disease,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0059,Other herpesviral disease of eye,Herpesviral ocular disease,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B005,Herpesviral ocular disease,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B007,Disseminated herpesviral disease,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0081,Herpesviral hepatitis,Other forms of herpesviral infections,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0082,Herpes simplex myelitis,Other forms of herpesviral infections,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0089,Other herpesviral infection,Other forms of herpesviral infections,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B008,Other forms of herpesviral infections,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B009,Herpesviral infection unspecified,,Herpesviral [herpes simplex] infections,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B010,Varicella meningitis,,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0111,Varicella encephalitis and encephalomyelitis,Varicella encephalitis myelitis and encephalomyelitis,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0112,Varicella myelitis,Varicella encephalitis myelitis and encephalomyelitis,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B011,Varicella encephalitis myelitis and encephalomyelitis,,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B012,Varicella pneumonia,,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0181,Varicella keratitis,Varicella with other complications,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0189,Other varicella complications,Varicella with other complications,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B018,Varicella with other complications,,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B019,Varicella without complication,,Varicella [chickenpox],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B020,Zoster encephalitis,,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B021,Zoster meningitis,,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0221,Postherpetic geniculate ganglionitis,Zoster with other nervous system involvement,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0222,Postherpetic trigeminal neuralgia,Zoster with other nervous system involvement,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0223,Postherpetic polyneuropathy,Zoster with other nervous system involvement,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0224,Postherpetic myelitis,Zoster with other nervous system involvement,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0229,Other postherpetic nervous system involvement,Zoster with other nervous system involvement,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B022,Zoster with other nervous system involvement,,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0230,Zoster ocular disease unspecified,Zoster ocular disease,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0231,Zoster conjunctivitis,Zoster ocular disease,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0232,Zoster iridocyclitis,Zoster ocular disease,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0233,Zoster keratitis,Zoster ocular disease,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0234,Zoster scleritis,Zoster ocular disease,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0239,Other herpes zoster eye disease,Zoster ocular disease,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B023,Zoster ocular disease,,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B027,Disseminated zoster,,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B028,Zoster with other complications,,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B029,Zoster without complications,,Zoster [herpes zoster],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B03,Smallpox,,Smallpox,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B04,Monkeypox,,Monkeypox,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B050,Measles complicated by encephalitis,,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B051,Measles complicated by meningitis,,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B052,Measles complicated by pneumonia,,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B053,Measles complicated by otitis media,,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B054,Measles with intestinal complications,,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0581,Measles keratitis and keratoconjunctivitis,Measles with other complications,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0589,Other measles complications,Measles with other complications,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B058,Measles with other complications,,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B059,Measles without complication,,Measles,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0600,Rubella with neurological complication unspecified,Rubella with neurological complications,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0601,Rubella encephalitis,Rubella with neurological complications,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0602,Rubella meningitis,Rubella with neurological complications,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0609,Other neurological complications of rubella,Rubella with neurological complications,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B060,Rubella with neurological complications,,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0681,Rubella pneumonia,Rubella with other complications,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0682,Rubella arthritis,Rubella with other complications,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0689,Other rubella complications,Rubella with other complications,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B068,Rubella with other complications,,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B069,Rubella without complication,,Rubella [German measles],Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B070,Plantar wart,,Viral warts,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B078,Other viral warts,,Viral warts,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B079,Viral wart unspecified,,Viral warts,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0801,Cowpox and vaccinia not from vaccine,Other orthopoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0802,Orf virus disease,Other orthopoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0803,Pseudocowpox [milker's node],Other orthopoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0804,Paravaccinia unspecified,Other orthopoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0809,Other orthopoxvirus infections,Other orthopoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B080,Other orthopoxvirus infections,,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B081,Molluscum contagiosum,,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0820,Exanthema subitum [sixth disease] unspecified,Exanthema subitum [sixth disease],Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0821,Exanthema subitum [sixth disease] due to human herpesvirus 6,Exanthema subitum [sixth disease],Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0822,Exanthema subitum [sixth disease] due to human herpesvirus 7,Exanthema subitum [sixth disease],Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B082,Exanthema subitum [sixth disease],,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B083,Erythema infectiosum [fifth disease],,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B084,Enteroviral vesicular stomatitis with exanthem,,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B085,Enteroviral vesicular pharyngitis,,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0860,Parapoxvirus infection unspecified,Parapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0861,Bovine stomatitis,Parapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0862,Sealpox,Parapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0869,Other parapoxvirus infections,Parapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B086,Parapoxvirus infections,,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0870,Yatapoxvirus infection unspecified,Yatapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0871,Tanapox virus disease,Yatapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0872,Yaba pox virus disease,Yatapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B0879,Other yatapoxvirus infections,Yatapoxvirus infections,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B087,Yatapoxvirus infections,,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B088,Other specified viral infections characterized by skin and mucous membrane lesions,,Other viral infections characterized by skin and mucous membrane lesions not elsewhere classified,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,,Unspecified viral infection characterized by skin and mucous membrane lesions,Viral infections characterized by skin and mucous membrane lesions,Certain infectious and parasitic diseases,root
B150,Hepatitis A with hepatic coma,,Acute hepatitis A,Viral hepatitis,Certain infectious and parasitic diseases,root
B159,Hepatitis A without hepatic coma,,Acute hepatitis A,Viral hepatitis,Certain infectious and parasitic diseases,root
B160,Acute hepatitis B with delta-agent with hepatic coma,,Acute hepatitis B,Viral hepatitis,Certain infectious and parasitic diseases,root
B161,Acute hepatitis B with delta-agent without hepatic coma,,Acute hepatitis B,Viral hepatitis,Certain infectious and parasitic diseases,root
B162,Acute hepatitis B without delta-agent with hepatic coma,,Acute hepatitis B,Viral hepatitis,Certain infectious and parasitic diseases,root
B169,Acute hepatitis B without delta-agent and without hepatic coma,,Acute hepatitis B,Viral hepatitis,Certain infectious and parasitic diseases,root
B170,Acute delta-(super) infection of hepatitis B carrier,,Other acute viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B1710,Acute hepatitis C without hepatic coma,Acute hepatitis C,Other acute viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B1711,Acute hepatitis C with hepatic coma,Acute hepatitis C,Other acute viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B171,Acute hepatitis C,,Other acute viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B172,Acute hepatitis E,,Other acute viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B178,Other specified acute viral hepatitis,,Other acute viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B179,Acute viral hepatitis unspecified,,Other acute viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B180,Chronic viral hepatitis B with delta-agent,,Chronic viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B181,Chronic viral hepatitis B without delta-agent,,Chronic viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B182,Chronic viral hepatitis C,,Chronic viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B188,Other chronic viral hepatitis,,Chronic viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B189,Chronic viral hepatitis unspecified,,Chronic viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B190,Unspecified viral hepatitis with hepatic coma,,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B1910,Unspecified viral hepatitis B without hepatic coma,Unspecified viral hepatitis B,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B1911,Unspecified viral hepatitis B with hepatic coma,Unspecified viral hepatitis B,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B191,Unspecified viral hepatitis B,,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B1920,Unspecified viral hepatitis C without hepatic coma,Unspecified viral hepatitis C,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B1921,Unspecified viral hepatitis C with hepatic coma,Unspecified viral hepatitis C,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B192,Unspecified viral hepatitis C,,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B199,Unspecified viral hepatitis without hepatic coma,,Unspecified viral hepatitis,Viral hepatitis,Certain infectious and parasitic diseases,root
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,Human immunodeficiency virus [HIV] disease,Certain infectious and parasitic diseases,root
B250,Cytomegaloviral pneumonitis,,Cytomegaloviral disease,Other viral diseases,Certain infectious and parasitic diseases,root
B251,Cytomegaloviral hepatitis,,Cytomegaloviral disease,Other viral diseases,Certain infectious and parasitic diseases,root
B252,Cytomegaloviral pancreatitis,,Cytomegaloviral disease,Other viral diseases,Certain infectious and parasitic diseases,root
B258,Other cytomegaloviral diseases,,Cytomegaloviral disease,Other viral diseases,Certain infectious and parasitic diseases,root
B259,Cytomegaloviral disease unspecified,,Cytomegaloviral disease,Other viral diseases,Certain infectious and parasitic diseases,root
B260,Mumps orchitis,,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B261,Mumps meningitis,,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B262,Mumps encephalitis,,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B263,Mumps pancreatitis,,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B2681,Mumps hepatitis,Mumps with other complications,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B2682,Mumps myocarditis,Mumps with other complications,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B2683,Mumps nephritis,Mumps with other complications,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B2684,Mumps polyneuropathy,Mumps with other complications,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B2685,Mumps arthritis,Mumps with other complications,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B2689,Other mumps complications,Mumps with other complications,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B268,Mumps with other complications,,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B269,Mumps without complication,,Mumps,Other viral diseases,Certain infectious and parasitic diseases,root
B2700,Gammaherpesviral mononucleosis without complication,Gammaherpesviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2701,Gammaherpesviral mononucleosis with polyneuropathy,Gammaherpesviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2702,Gammaherpesviral mononucleosis with meningitis,Gammaherpesviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2709,Gammaherpesviral mononucleosis with other complications,Gammaherpesviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B270,Gammaherpesviral mononucleosis,,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2710,Cytomegaloviral mononucleosis without complications,Cytomegaloviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2711,Cytomegaloviral mononucleosis with polyneuropathy,Cytomegaloviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
