code,code_desc,inclusions,exclusions,sub_sub_block,sub_block,block,category,chapter
1C41,bacterial infection of unspecified site,,"['meningococcal infection nos', 'chlamydial infection nos', 'rickettsial infection nos', 'spirochaetal infection nos', 'infection arising from device, implant or graft, not elsewhere classified']",,,,other bacterial diseases,certain infectious or parasitic diseases
1C42,melioidosis,,,,,,other bacterial diseases,certain infectious or parasitic diseases
1C43,actinomycetoma,['mycetoma due to filamentous bacteria'],['eumycetoma'],,,,other bacterial diseases,certain infectious or parasitic diseases
1C44,non-pyogenic bacterial infections of the skin,,,,,,other bacterial diseases,certain infectious or parasitic diseases
1C45,toxic shock syndrome,,['endotoxic shock nos'],,,,other bacterial diseases,certain infectious or parasitic diseases
1C450,streptococcal toxic shock syndrome,,,,,toxic shock syndrome,other bacterial diseases,certain infectious or parasitic diseases
1C451,staphylococcal toxic shock syndrome,,,,,toxic shock syndrome,other bacterial diseases,certain infectious or parasitic diseases
1C45Y,toxic shock syndrome due to other specified infectious agent,,,,,toxic shock syndrome,other bacterial diseases,certain infectious or parasitic diseases
1C45Z,toxic shock syndrome without specified infectious agent,,,,,toxic shock syndrome,other bacterial diseases,certain infectious or parasitic diseases
1C4Y,other specified bacterial diseases,,,,,,other bacterial diseases,certain infectious or parasitic diseases
1C4Z,unspecified bacterial disease,,,,,,other bacterial diseases,certain infectious or parasitic diseases
1C60,human immunodeficiency virus disease associated with tuberculosis,,,,,,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C600,hiv disease clinical stage 1 associated with tuberculosis,,,,,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C601,hiv disease clinical stage 2 associated with tuberculosis,,,,,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C602,hiv disease clinical stage 3 associated with tuberculosis,,,,,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C603,hiv disease clinical stage 4 associated with tuberculosis,,,,,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C6030,kaposi sarcoma associated with human immunodeficiency virus disease associated with tuberculosis,,,,hiv disease clinical stage 4 associated with tuberculosis,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C603Y,other specified hiv disease clinical stage 4 associated with tuberculosis,,,,hiv disease clinical stage 4 associated with tuberculosis,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C603Z,"hiv disease clinical stage 4 associated with tuberculosis, unspecified",,,,hiv disease clinical stage 4 associated with tuberculosis,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C60Z,"human immunodeficiency virus disease associated with tuberculosis, clinical stage unspecified",,,,,human immunodeficiency virus disease associated with tuberculosis,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C61,human immunodeficiency virus disease associated with malaria,,,,,,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C610,hiv disease clinical stage 1 associated with malaria,,,,,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C611,hiv disease clinical stage 2 associated with malaria,,,,,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C612,hiv disease clinical stage 3 associated with malaria,,,,,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C613,hiv disease clinical stage 4 associated with malaria,,,,,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C6130,kaposi sarcoma associated with human immunodeficiency virus disease associated with malaria,,,,hiv disease clinical stage 4 associated with malaria,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C613Y,other specified hiv disease clinical stage 4 associated with malaria,,,,hiv disease clinical stage 4 associated with malaria,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C613Z,"hiv disease clinical stage 4 associated with malaria, unspecified",,,,hiv disease clinical stage 4 associated with malaria,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C61Z,"human immunodeficiency virus disease associated with malaria, clinical stage unspecified",,,,,human immunodeficiency virus disease associated with malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C62,human immunodeficiency virus disease without mention of tuberculosis or malaria,,,,,,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C620,hiv disease clinical stage 1 without mention of tuberculosis or malaria,,,,,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C621,hiv disease clinical stage 2 without mention of tuberculosis or malaria,,,,,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C622,hiv disease clinical stage 3 without mention of tuberculosis or malaria,,,,,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C623,hiv disease clinical stage 4 without mention of tuberculosis or malaria,,,,,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C6230,kaposi sarcoma associated with human immunodeficiency virus disease without mention of tuberculosis or malaria,,,,hiv disease clinical stage 4 without mention of tuberculosis or malaria,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C623Y,other specified hiv disease clinical stage 4 without mention of tuberculosis or malaria,,,,hiv disease clinical stage 4 without mention of tuberculosis or malaria,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C623Z,"hiv disease clinical stage 4 without mention of tuberculosis or malaria, unspecified",,,,hiv disease clinical stage 4 without mention of tuberculosis or malaria,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C62Z,"human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified",,,,,human immunodeficiency virus disease without mention of tuberculosis or malaria,human immunodeficiency virus disease,certain infectious or parasitic diseases
1C80,"viral encephalitis, not elsewhere classified","['viral meningoencephalitis, not elsewhere classified']",,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C81,acute poliomyelitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C82,rabies,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C83,western equine encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C84,eastern equine encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C85,japanese encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C86,st louis encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C87,rocio viral encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C88,murray valley encephalitis,['australian encephalitis'],,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8B,california encephalitis,['california meningoencephalitis'],,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8C,venezuelan equine encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8D,la crosse encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8E,"viral meningitis, not elsewhere classified",,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8E1,enteroviral meningitis,,,,,"viral meningitis, not elsewhere classified",viral infections of the central nervous system,certain infectious or parasitic diseases
1C8E2,meningitis due to adenovirus,,,,,"viral meningitis, not elsewhere classified",viral infections of the central nervous system,certain infectious or parasitic diseases
1C8EY,"other specified viral meningitis, not elsewhere classified",,,,,"viral meningitis, not elsewhere classified",viral infections of the central nervous system,certain infectious or parasitic diseases
1C8EZ,"viral meningitis, unspecified",,,,,"viral meningitis, not elsewhere classified",viral infections of the central nervous system,certain infectious or parasitic diseases
1C8F,lymphocytic choriomeningitis,,"['encephalitis due to lymphocytic choriomeningitis virus', 'meningoencephalitis due to lymphocytic choriomeningitis virus']",,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8G,tick-borne encephalitis,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8G0,far eastern tick-borne encephalitis,,,,,tick-borne encephalitis,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8G1,central european tick-borne encephalitis,,,,,tick-borne encephalitis,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8G2,siberian tick-borne encephalitis,,,,,tick-borne encephalitis,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8GZ,"tick-borne encephalitis, unspecified",,,,,tick-borne encephalitis,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8Y,other specified viral infections of the central nervous system,,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1C8Z,"viral infections of the central nervous system, unspecified",,,,,,viral infections of the central nervous system,certain infectious or parasitic diseases
1D00,"infectious encephalitis, not elsewhere classified",,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D000,bacterial encephalitis,,,,,"infectious encephalitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D001,fungal encephalitis,,,,,"infectious encephalitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D002,parasitic or protozoal encephalitis,,,,,"infectious encephalitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D00Y,"other specified infectious encephalitis, not elsewhere classified",,,,,"infectious encephalitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D00Z,"infectious encephalitis, unspecified",,,,,"infectious encephalitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D01,"infectious meningitis, not elsewhere classified",,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D010,bacterial meningitis,"['arachnoiditis bacterial', 'leptomeningitis bacterial', 'pachymeningitis bacterial']","['bacterial: meningoencephalitis', 'bacterial meningomyelitis']",,,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0100,meningitis due to haemophilus influenzae,,,,bacterial meningitis,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D010Y,other specified bacterial meningitis,,,,bacterial meningitis,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D010Z,"bacterial meningitis, unspecified",,,,bacterial meningitis,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D011,fungal meningitis,,,,,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D012,parasitic or protozoal meningitis,,,,,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D013,benign recurrent meningitis,,,,,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D01Y,"other specified infectious meningitis, not elsewhere classified",,,,,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D01Z,"infectious meningitis, unspecified",,,,,"infectious meningitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D02,"infectious myelitis, not elsewhere classified",,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D020,bacterial myelitis,,,,,"infectious myelitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D021,viral myelitis,,['myelitis due to human immunodeficiency disease'],,,"infectious myelitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D022,fungal myelitis,,,,,"infectious myelitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D023,parasitic myelitis,,,,,"infectious myelitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D02Y,"other specified infectious myelitis, not elsewhere classified",,,,,"infectious myelitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D02Z,"infectious myelitis, unspecified",,,,,"infectious myelitis, not elsewhere classified",non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D03,infectious abscess of the central nervous system,,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D030,intraspinal intramedullary abscess,,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D031,intraspinal subdural abscess,,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D032,intraspinal extradural abscess,,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D033,intracranial abscess,,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0330,deep cerebral hemispheric abscess,,,,intracranial abscess,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0331,abscess of the corpus callosum,,,,intracranial abscess,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0332,pituitary abscess,,,,intracranial abscess,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0333,multiple or widespread intracranial abscess,,,,intracranial abscess,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D033Y,other specified intracranial abscess,,,,intracranial abscess,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D033Z,"intracranial abscess, unspecified",,,,intracranial abscess,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D034,intraspinal epidural abscess,,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D035,spinal cord abscess,,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D03Y,other specified site of infectious abscess of the central nervous system,,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D03Z,"infectious abscess of the central nervous system, site unspecified",,,,,infectious abscess of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D04,infectious granulomas of the central nervous system,,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D040,parasitic intracerebral granuloma,,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D041,intracranial granuloma,,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0410,fungal intracranial granuloma,,,,intracranial granuloma,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D041Y,other specified intracranial granuloma,,,,intracranial granuloma,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D041Z,"intracranial granuloma, unspecified",,,,intracranial granuloma,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D042,intraspinal intramedullary granuloma,,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D043,intraspinal subdural granuloma,,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D044,intraspinal extradural granuloma,,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D045,intraspinal epidural granuloma,,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D04Y,other specified site of infectious granulomas of the central nervous system,,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D04Z,"infectious granulomas of the central nervous system, site unspecified",,,,,infectious granulomas of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D05,infectious cysts of the central nervous system,,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D050,epidural infectious cyst,,,,,infectious cysts of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D051,subdural infectious cyst,,,,,infectious cysts of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D05Y,other specified infectious cysts of the central nervous system,,,,,infectious cysts of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D05Z,"infectious cysts of the central nervous system, unspecified",,,,,infectious cysts of the central nervous system,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0Y,other specified non-viral and unspecified infections of the central nervous system,,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D0Z,"non-viral and unspecified infections of the central nervous system, unspecified",,,,,,non-viral and unspecified infections of the central nervous system,certain infectious or parasitic diseases
1D20,dengue without warning signs,"['dengue haemorrhagic fever grade 1', 'dengue fever without warning signs', 'dengue haemorrhagic fever without warning signs']",,,,,dengue,certain infectious or parasitic diseases
1D21,dengue with warning signs,,,,,,dengue,certain infectious or parasitic diseases
1D22,severe dengue,,,,,,dengue,certain infectious or parasitic diseases
1D2Z,"dengue fever, unspecified",,,,,,dengue,certain infectious or parasitic diseases
1D40,chikungunya virus disease,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D41,colorado tick fever,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D42,o'nyong-nyong fever,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D43,oropouche virus disease,['oropouche fever'],,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D44,rift valley fever,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D45,sandfly fever,"['pappataci fever', 'phlebotomus fever']",,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D46,west nile virus infection,['west nile fever'],,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D47,yellow fever,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D48,zika virus disease,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D49,crimean-congo haemorrhagic fever,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D4A,omsk haemorrhagic fever,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D4B,kyasanur forest disease,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D4C,alkhurma haemorrhagic fever,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D4D,ross river disease,"['epidemic polyarthritis and exanthema', 'ross river fever']",,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D4E,severe fever with thrombocytopenia syndrome,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D4Y,other specified arthropod-borne viral fevers,,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D4Z,"arthropod-borne viral fever, virus unspecified",,,,,,certain arthropod-borne viral fevers,certain infectious or parasitic diseases
1D60,filovirus disease,,,,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D600,ebola disease,,,,,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6000,bundibugyo virus disease,,,,ebola disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6001,ebola virus disease,,,,ebola disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6002,sudan virus disease,,,,ebola disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6003,atypical ebola disease,,,,ebola disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D600Y,other specified ebola disease,,,,ebola disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D600Z,"ebola disease, virus unspecified",,,,ebola disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D601,marburg disease,,,,,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6010,marburg virus disease,,,,marburg disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6011,atypical marburg disease,,,,marburg disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D601Y,other specified marburg disease,,,,marburg disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D601Z,"marburg disease, virus unspecified",,,,marburg disease,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D60Y,other specified filovirus disease,,,,,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D60Z,"filovirus disease, virus unspecified",,,,,filovirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D61,arenavirus disease,,,,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D610,argentinian haemorrhagic fever,,,,,arenavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D611,bolivian haemorrhagic fever,,,,,arenavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D612,lassa fever,,,,,arenavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D613,venezuelan haemorrhagic fever,,,,,arenavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D61Y,other specified arenavirus disease,,,,,arenavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D61Z,"arenavirus disease, unspecified",,,,,arenavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D62,hantavirus disease,,,,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D620,haemorrhagic fever with renal syndrome,['nephropathia epidemica'],,,,hantavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D621,hantavirus pulmonary syndrome,,,,,hantavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D622,atypical hantavirus disease,,,,,hantavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D62Y,other specified hantavirus disease,,,,,hantavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D62Z,"hantavirus disease, unspecified",,,,,hantavirus disease,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D63,henipavirus encephalitis,,,,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D64,middle east respiratory syndrome,,,,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D65,severe acute respiratory syndrome,,"['covid-19, virus identified', 'covid-19, virus not identified']",,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6Y,other specified zoonotic viral diseases,,,,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D6Z,"zoonotic viral disease, virus unspecified",,,,,,certain zoonotic viral diseases,certain infectious or parasitic diseases
1D80,mumps,,,,,,certain other viral diseases,certain infectious or parasitic diseases
1D800,mumps without complication,,,,,mumps,certain other viral diseases,certain infectious or parasitic diseases
1D801,orchitis due to mumps virus,['mumps orchitis'],,,,mumps,certain other viral diseases,certain infectious or parasitic diseases
1D802,meningitis due to mumps virus,['mumps meningitis'],,,,mumps,certain other viral diseases,certain infectious or parasitic diseases
1D803,encephalitis due to mumps virus,['mumps encephalitis'],,,,mumps,certain other viral diseases,certain infectious or parasitic diseases
1D804,pancreatitis due to mumps virus,['mumps pancreatitis'],,,,mumps,certain other viral diseases,certain infectious or parasitic diseases
1D80Y,other specified mumps,,,,,mumps,certain other viral diseases,certain infectious or parasitic diseases
1D81,infectious mononucleosis,"['glandular fever', 'gammaherpesviral mononucleosis']",,,,,certain other viral diseases,certain infectious or parasitic diseases
1D810,mononucleosis due to epstein-barr virus,,,,,infectious mononucleosis,certain other viral diseases,certain infectious or parasitic diseases
1D811,mononucleosis due to cytomegalovirus,,,,,infectious mononucleosis,certain other viral diseases,certain infectious or parasitic diseases
1D81Y,other specified infectious mononucleosis,,,,,infectious mononucleosis,certain other viral diseases,certain infectious or parasitic diseases
1D81Z,"infectious mononucleosis, unspecified",,,,,infectious mononucleosis,certain other viral diseases,certain infectious or parasitic diseases
1D82,cytomegaloviral disease,,,,,,certain other viral diseases,certain infectious or parasitic diseases
1D820,cytomegaloviral hepatitis,,,,,cytomegaloviral disease,certain other viral diseases,certain infectious or parasitic diseases
1D821,cytomegaloviral pancreatitis,,,,,cytomegaloviral disease,certain other viral diseases,certain infectious or parasitic diseases
1D82Y,other specified cytomegaloviral disease,,,,,cytomegaloviral disease,certain other viral diseases,certain infectious or parasitic diseases
1D82Z,"cytomegaloviral disease, unspecified",,,,,cytomegaloviral disease,certain other viral diseases,certain infectious or parasitic diseases
1D83,epidemic myalgia,['bornholm disease'],,,,,certain other viral diseases,certain infectious or parasitic diseases
1D84,viral conjunctivitis,,"['ocular disease herpesviral [herpes simplex]', 'ophthalmic zoster']",,,,certain other viral diseases,certain infectious or parasitic diseases
1D840,conjunctivitis due to adenovirus,"['acute adenoviral follicular conjunctivitis', 'swimming-pool conjunctivitis']",,,,viral conjunctivitis,certain other viral diseases,certain infectious or parasitic diseases
1D841,acute epidemic haemorrhagic conjunctivitis,,,,,viral conjunctivitis,certain other viral diseases,certain infectious or parasitic diseases
1D84Y,other specified viral conjunctivitis,,,,,viral conjunctivitis,certain other viral diseases,certain infectious or parasitic diseases
1D84Z,"viral conjunctivitis, unspecified",,,,,viral conjunctivitis,certain other viral diseases,certain infectious or parasitic diseases
1D85,viral carditis,,"['influenzal myocarditis, other influenza virus identified']",,,,certain other viral diseases,certain infectious or parasitic diseases
1D850,dilated cardiomyopathy secondary to viral myocarditis,,,,,viral carditis,certain other viral diseases,certain infectious or parasitic diseases
1D851,acute viral carditis,,,,,viral carditis,certain other viral diseases,certain infectious or parasitic diseases
1D852,chronic viral carditis,,,,,viral carditis,certain other viral diseases,certain infectious or parasitic diseases
1D853,aseptic myocarditis of newborn,,,,,viral carditis,certain other viral diseases,certain infectious or parasitic diseases
1D854,coxsackie carditis,,,,,viral carditis,certain other viral diseases,certain infectious or parasitic diseases
1D85Y,other specified viral carditis,,,,,viral carditis,certain other viral diseases,certain infectious or parasitic diseases
1D85Z,"viral carditis, unspecified",,,,,viral carditis,certain other viral diseases,certain infectious or parasitic diseases
1D86,"viral haemorrhagic fever, not elsewhere classified",,"['certain arthropod-borne viral fevers', 'certain zoonotic viral diseases']",,,,certain other viral diseases,certain infectious or parasitic diseases
1D90,adenovirus infection of unspecified site,,,,,viral infection of unspecified site,certain other viral diseases,certain infectious or parasitic diseases
1D91,enterovirus infection of unspecified site,,,,,viral infection of unspecified site,certain other viral diseases,certain infectious or parasitic diseases
1D92,"coronavirus infection, unspecified site",,"['severe acute respiratory syndrome', 'covid-19, virus not identified', 'covid-19, virus identified']",,,viral infection of unspecified site,certain other viral diseases,certain infectious or parasitic diseases
1D93,parvovirus infection of unspecified site,,,,,viral infection of unspecified site,certain other viral diseases,certain infectious or parasitic diseases
1D9Y,other viral infections of unspecified site,,,,,viral infection of unspecified site,certain other viral diseases,certain infectious or parasitic diseases
1D9Z,unspecified viral infection of unspecified site,,,,,viral infection of unspecified site,certain other viral diseases,certain infectious or parasitic diseases
1E1Y,other specified viral diseases,,,,,,certain other viral diseases,certain infectious or parasitic diseases
1E1Z,unspecified viral disease,,,,,,certain other viral diseases,certain infectious or parasitic diseases
1E30,influenza due to identified seasonal influenza virus,,"['haemophilus influenzae [h. influenzae] meningitis', 'haemophilus influenzae [h. influenzae] pneumonia']",,,,influenza,certain infectious or parasitic diseases
