code,code_desc,inclusions,exclusions,block,category,chapter
A773,spotted fever due to rickettsia australis,['queensland tick typhus'],,spotted fever [tick-borne rickettsioses],rickettsioses,certain infectious and parasitic diseases
A778,other spotted fevers,,,spotted fever [tick-borne rickettsioses],rickettsioses,certain infectious and parasitic diseases
A779,"spotted fever, unspecified",['tick-borne typhus nos'],,spotted fever [tick-borne rickettsioses],rickettsioses,certain infectious and parasitic diseases
A78,q fever,,,q fever,rickettsioses,certain infectious and parasitic diseases
A79,other rickettsioses,,,other rickettsioses,rickettsioses,certain infectious and parasitic diseases
A790,trench fever,"['quintan fever', 'wolhynian fever']",,other rickettsioses,rickettsioses,certain infectious and parasitic diseases
A791,rickettsialpox due to rickettsia akari,"['kew garden fever', 'vesicular rickettsiosis']",,other rickettsioses,rickettsioses,certain infectious and parasitic diseases
A798,other specified rickettsioses,['rickettsiosis due to neorickettsia sennetsu [ehrlichia sennetsu]'],,other rickettsioses,rickettsioses,certain infectious and parasitic diseases
A799,"rickettsiosis, unspecified",['rickettsial infection nos'],,other rickettsioses,rickettsioses,certain infectious and parasitic diseases
A80,acute poliomyelitis,,,acute poliomyelitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A800,"acute paralytic poliomyelitis, vaccine-associated",,,acute poliomyelitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A801,"acute paralytic poliomyelitis, wild virus, imported",,,acute poliomyelitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A802,"acute paralytic poliomyelitis, wild virus, indigenous",,,acute poliomyelitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A803,"acute paralytic poliomyelitis, other and unspecified",,,acute poliomyelitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A804,acute nonparalytic poliomyelitis,,,acute poliomyelitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A809,"acute poliomyelitis, unspecified",,,acute poliomyelitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A81,atypical virus infections of central nervous system,,,atypical virus infections of central nervous system,viral infections of the central nervous system,certain infectious and parasitic diseases
A810,creutzfeldt-jakob disease,['subacute spongiform encephalopathy'],,atypical virus infections of central nervous system,viral infections of the central nervous system,certain infectious and parasitic diseases
A811,subacute sclerosing panencephalitis,"['dawson inclusion body encephalitis', 'van bogaert sclerosing leukoencephalopathy']",,atypical virus infections of central nervous system,viral infections of the central nervous system,certain infectious and parasitic diseases
A812,progressive multifocal leukoencephalopathy,['multifocal leukoencephalopathy nos'],,atypical virus infections of central nervous system,viral infections of the central nervous system,certain infectious and parasitic diseases
A818,other atypical virus infections of central nervous system,['kuru'],,atypical virus infections of central nervous system,viral infections of the central nervous system,certain infectious and parasitic diseases
A819,"atypical virus infection of central nervous system, unspecified",['prion disease of central nervous system nos'],,atypical virus infections of central nervous system,viral infections of the central nervous system,certain infectious and parasitic diseases
A82,rabies,,,rabies,viral infections of the central nervous system,certain infectious and parasitic diseases
A820,sylvatic rabies,,,rabies,viral infections of the central nervous system,certain infectious and parasitic diseases
A821,urban rabies,,,rabies,viral infections of the central nervous system,certain infectious and parasitic diseases
A829,"rabies, unspecified",,,rabies,viral infections of the central nervous system,certain infectious and parasitic diseases
A83,mosquito-borne viral encephalitis,,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A830,japanese encephalitis,,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A831,western equine encephalitis,,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A832,eastern equine encephalitis,,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A833,st louis encephalitis,,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A834,australian encephalitis,['kunjin virus disease'],,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A835,california encephalitis,"['california meningoencephalitis', 'la crosse encephalitis']",,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A836,rocio virus disease,,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A838,other mosquito-borne viral encephalitis,,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A839,"mosquito-borne viral encephalitis, unspecified",,,mosquito-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A84,tick-borne viral encephalitis,,,tick-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A840,far eastern tick-borne encephalitis [russian spring-summer encephalitis],,,tick-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A841,central european tick-borne encephalitis,,,tick-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A848,other tick-borne viral encephalitis,"['louping ill', 'powassan virus disease']",,tick-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A849,"tick-borne viral encephalitis, unspecified",,,tick-borne viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A85,"other viral encephalitis, not elsewhere classified",,,"other viral encephalitis, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A850,enteroviral encephalitis,['enteroviral encephalomyelitis'],,"other viral encephalitis, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A851,adenoviral encephalitis,['adenoviral meningoencephalitis'],,"other viral encephalitis, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A852,"arthropod-borne viral encephalitis, unspecified",,,"other viral encephalitis, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A858,other specified viral encephalitis,"['encephalitis lethargica', 'von economo-cruchet disease']",,"other viral encephalitis, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A86,unspecified viral encephalitis,,,unspecified viral encephalitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A87,viral meningitis,,,viral meningitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A870,enteroviral meningitis,"['coxsackievirus meningitis', 'echovirus meningitis']",,viral meningitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A871,adenoviral meningitis,,,viral meningitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A872,lymphocytic choriomeningitis,['lymphocytic meningoencephalitis'],,viral meningitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A878,other viral meningitis,,,viral meningitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A879,"viral meningitis, unspecified",,,viral meningitis,viral infections of the central nervous system,certain infectious and parasitic diseases
A88,"other viral infections of central nervous system, not elsewhere classified",,,"other viral infections of central nervous system, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A880,enteroviral exanthematous fever [boston exanthem],,,"other viral infections of central nervous system, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A881,epidemic vertigo,,,"other viral infections of central nervous system, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A888,other specified viral infections of central nervous system,,,"other viral infections of central nervous system, not elsewhere classified",viral infections of the central nervous system,certain infectious and parasitic diseases
A89,unspecified viral infection of central nervous system,,,unspecified viral infection of central nervous system,viral infections of the central nervous system,certain infectious and parasitic diseases
A92,other mosquito-borne viral fevers,,,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A920,chikungunya virus disease,['chikungunya (haemorrhagic) fever'],,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A921,o'nyong-nyong fever,,,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A922,venezuelan equine fever,"['venezuelan equine: encephalitis', 'venezuelan equine: encephalomyelitis virus disease']",,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A923,west nile virus infection,['west nile fever'],,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A924,rift valley fever,,,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A925,zika virus disease,"['zika nos', 'zika virus: fever', 'zika virus: infection']",['congenital zika virus disease'],other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A928,other specified mosquito-borne viral fevers,,,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A929,"mosquito-borne viral fever, unspecified",,,other mosquito-borne viral fevers,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A93,"other arthropod-borne viral fevers, not elsewhere classified",,,"other arthropod-borne viral fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A930,oropouche virus disease,['oropouche fever'],,"other arthropod-borne viral fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A931,sandfly fever,"['pappataci fever', 'phlebotomus fever']",,"other arthropod-borne viral fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A932,colorado tick fever,,,"other arthropod-borne viral fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A938,other specified arthropod-borne viral fevers,"['piry virus disease', 'severe fever with thrombocytopenia syndrome [sfts]', 'vesicular stomatitis virus disease [indiana fever]']",,"other arthropod-borne viral fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A94,unspecified arthropod-borne viral fever,,,unspecified arthropod-borne viral fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A95,yellow fever,,,yellow fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A950,sylvatic yellow fever,['jungle yellow fever'],,yellow fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A951,urban yellow fever,,,yellow fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A959,"yellow fever, unspecified",,,yellow fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A96,arenaviral haemorrhagic fever,,,arenaviral haemorrhagic fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A960,junin haemorrhagic fever,['argentinian haemorrhagic fever'],,arenaviral haemorrhagic fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A961,machupo haemorrhagic fever,['bolivian haemorrhagic fever'],,arenaviral haemorrhagic fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A962,lassa fever,,,arenaviral haemorrhagic fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A968,other arenaviral haemorrhagic fevers,,,arenaviral haemorrhagic fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A969,"arenaviral haemorrhagic fever, unspecified",,,arenaviral haemorrhagic fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A97,dengue,,,dengue,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A970,dengue without warning signs,"['dengue haemorrhagic fever grades 1 and 2', 'dengue haemorrhagic fever without warning signs']",,dengue,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A971,dengue with warning signs,['dengue haemorrhagic fever with warning signs'],,dengue,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A972,severe dengue,"['severe dengue fever', 'severe dengue haemorrhagic fever']",,dengue,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A979,"dengue, unspecified",['dengue fever [df] nos'],,dengue,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A98,"other viral haemorrhagic fevers, not elsewhere classified",,,"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A980,crimean-congo haemorrhagic fever,['central asian haemorrhagic fever'],,"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A981,omsk haemorrhagic fever,,,"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A982,kyasanur forest disease,,,"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A983,marburg virus disease,,,"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A984,ebola virus disease,,,"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A985,haemorrhagic fever with renal syndrome,"['haemorrhagic fever: epidemic', 'haemorrhagic fever: korean', 'haemorrhagic fever: russian', 'hantaan virus disease', 'hantaanvirus disease with renal manifestations', 'nephropathia epidemica']",['hantavirus (cardio-)pulmonary syndrome'],"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A988,other specified viral haemorrhagic fevers,,,"other viral haemorrhagic fevers, not elsewhere classified",arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
A99,unspecified viral haemorrhagic fever,,,unspecified viral haemorrhagic fever,arthropod-borne viral fevers and viral haemorrhagic fevers,certain infectious and parasitic diseases
B00,herpesviral [herpes simplex] infections,,,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B000,eczema herpeticum,['kaposi varicelliform eruption'],,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B001,herpesviral vesicular dermatitis,"['herpes simplex: facialis', 'herpes simplex: labialis', 'vesicular dermatitis of: ear due to human (alpha) herpesvirus 2', 'vesicular dermatitis of: lip due to human (alpha) herpesvirus 2']",,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B002,herpesviral gingivostomatitis and pharyngotonsillitis,['herpesviral pharyngitis'],,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B003,herpesviral meningitis,,,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B004,herpesviral encephalitis,"['herpesviral meningoencephalitis', 'simian b disease']",,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B005,herpesviral ocular disease,"['herpesviral: conjunctivitis', 'herpesviral: dermatitis of eyelid', 'herpesviral: iridocyclitis', 'herpesviral: iritis', 'herpesviral: keratitis', 'herpesviral: keratoconjunctivitis', 'herpesviral: uveitis, anterior']",,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B007,disseminated herpesviral disease,['herpesviral sepsis'],,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B008,other forms of herpesviral infection,"['herpesviral: hepatitis', 'herpesviral: whitlow']",,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B009,"herpesviral infection, unspecified",['herpes simplex infection nos'],,herpesviral [herpes simplex] infections,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B01,varicella [chickenpox],,,varicella [chickenpox],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B010,varicella meningitis,,,varicella [chickenpox],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B011,varicella encephalitis,"['postchickenpox encephalitis', 'varicella encephalomyelitis']",,varicella [chickenpox],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B012,varicella pneumonia,,,varicella [chickenpox],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B018,varicella with other complications,,,varicella [chickenpox],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B019,varicella without complication,['varicella nos'],,varicella [chickenpox],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B02,zoster [herpes zoster],,,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B020,zoster encephalitis,['zoster meningoencephalitis'],,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B021,zoster meningitis,,,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B022,zoster with other nervous system involvement,"['postherpetic: geniculate ganglionitis', 'postherpetic: polyneuropathy', 'postherpetic: trigeminal neuralgia']",,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B023,zoster ocular disease,"['zoster: blepharitis', 'zoster: conjunctivitis', 'zoster: iridocyclitis', 'zoster: iritis', 'zoster: keratitis', 'zoster: keratoconjunctivitis', 'zoster: scleritis']",,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B027,disseminated zoster,,,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B028,zoster with other complications,,,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B029,zoster without complication,['zoster nos'],,zoster [herpes zoster],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B03,smallpox,,,smallpox,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B04,monkeypox,,,monkeypox,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B05,measles,,,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B050,measles complicated by encephalitis,['postmeasles encephalitis'],,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B051,measles complicated by meningitis,['postmeasles meningitis'],,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B052,measles complicated by pneumonia,['postmeasles pneumonia'],,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B053,measles complicated by otitis media,['postmeasles otitis media'],,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B054,measles with intestinal complications,,,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B058,measles with other complications,['measles keratitis and keratoconjunctivitis'],,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B059,measles without complication,['measles nos'],,measles,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B06,rubella [german measles],,,rubella [german measles],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B060,rubella with neurological complications,"['rubella: encephalitis', 'rubella: meningitis', 'rubella: meningoencephalitis']",,rubella [german measles],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B068,rubella with other complications,"['rubella: arthritis', 'rubella: pneumonia']",,rubella [german measles],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B069,rubella without complication,['rubella nos'],,rubella [german measles],viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B07,viral warts,,,viral warts,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B08,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",,,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B080,other orthopoxvirus infections,"['cowpox', 'orf virus disease', 'pseudocowpox [milker node]', 'vaccinia']",['monkeypox'],"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B081,molluscum contagiosum,,,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B082,exanthema subitum [sixth disease],,,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B083,erythema infectiosum [fifth disease],,,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B084,enteroviral vesicular stomatitis with exanthem,"['hand, foot and mouth disease']",,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B085,enteroviral vesicular pharyngitis,['herpangina'],,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B088,other specified viral infections characterized by skin and mucous membrane lesions,"['enteroviral lymphonodular pharyngitis', 'foot-and-mouth disease', 'tanapox virus disease', 'yaba pox virus disease']",,"other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B09,unspecified viral infection characterized by skin and mucous membrane lesions,,,unspecified viral infection characterized by skin and mucous membrane lesions,viral infections characterized by skin and mucous membrane lesions,certain infectious and parasitic diseases
B15,acute hepatitis a,,,acute hepatitis a,viral hepatitis,certain infectious and parasitic diseases
B150,hepatitis a with hepatic coma,,,acute hepatitis a,viral hepatitis,certain infectious and parasitic diseases
B159,hepatitis a without hepatic coma,['hepatitis a (acute)(viral) nos'],,acute hepatitis a,viral hepatitis,certain infectious and parasitic diseases
B16,acute hepatitis b,,,acute hepatitis b,viral hepatitis,certain infectious and parasitic diseases
B160,acute hepatitis b with delta-agent (coinfection) with hepatic coma,,,acute hepatitis b,viral hepatitis,certain infectious and parasitic diseases
B161,acute hepatitis b with delta-agent (coinfection) without hepatic coma,,,acute hepatitis b,viral hepatitis,certain infectious and parasitic diseases
B162,acute hepatitis b without delta-agent with hepatic coma,,,acute hepatitis b,viral hepatitis,certain infectious and parasitic diseases
B169,acute hepatitis b without delta-agent and without hepatic coma,['acute hepatitis b (viral) nos'],,acute hepatitis b,viral hepatitis,certain infectious and parasitic diseases
B17,other acute viral hepatitis,,,other acute viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B170,acute delta-(super)infection in chronic hepatitis b,,,other acute viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B171,acute hepatitis c,,,other acute viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B172,acute hepatitis e,,,other acute viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B178,other specified acute viral hepatitis,['hepatitis non-a non-b (acute)(viral) nec'],,other acute viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B179,"acute viral hepatitis, unspecified","['acute hepatitis nos', 'acute infectious hepatitis nos']",,other acute viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B18,chronic viral hepatitis,,,chronic viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B180,chronic viral hepatitis b with delta-agent,,,chronic viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B181,chronic viral hepatitis b without delta-agent,['hepatitis b (viral) nos'],,chronic viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B182,chronic viral hepatitis c,,,chronic viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B188,other chronic viral hepatitis,,,chronic viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B189,"chronic viral hepatitis, unspecified",,,chronic viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B19,unspecified viral hepatitis,,,unspecified viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B190,unspecified viral hepatitis with hepatic coma,,,unspecified viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B199,unspecified viral hepatitis without hepatic coma,['viral hepatitis nos'],,unspecified viral hepatitis,viral hepatitis,certain infectious and parasitic diseases
B20,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B200,hiv disease resulting in mycobacterial infection,['hiv disease resulting in tuberculosis'],,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B201,hiv disease resulting in other bacterial infections,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B202,hiv disease resulting in cytomegaloviral disease,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B203,hiv disease resulting in other viral infections,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B204,hiv disease resulting in candidiasis,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B205,hiv disease resulting in other mycoses,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B206,hiv disease resulting in pneumocystis jirovecii pneumonia,['hiv disease resulting in pneumocystis carinii pneumonia'],,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B207,hiv disease resulting in multiple infections,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B208,hiv disease resulting in other infectious and parasitic diseases,,,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B209,hiv disease resulting in unspecified infectious or parasitic disease,['hiv disease resulting in infection nos'],,human immunodeficiency virus [hiv] disease resulting in infectious and parasitic diseases,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B21,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B210,hiv disease resulting in kaposi sarcoma,,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B211,hiv disease resulting in burkitt lymphoma,,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B212,hiv disease resulting in other types of non-hodgkin lymphoma,,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B213,"hiv disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B217,hiv disease resulting in multiple malignant neoplasms,,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B218,hiv disease resulting in other malignant neoplasms,,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
B219,hiv disease resulting in unspecified malignant neoplasm,,,human immunodeficiency virus [hiv] disease resulting in malignant neoplasms,human immunodeficiency virus [hiv] disease,certain infectious and parasitic diseases
